ip;city;region;country;loc;org;timezone;hostname;postal;error
190.167.229.105;Santiago de los Caballeros;Santiago Province;DO;19.4517,-70.6970;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;105.229.167.190.f.static.codetel.net.do;11403;
186.148.90.179;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS52471 COLUMBUS NETWORKS DOMINICANA, S.A.;America/Santo_Domingo;;10201;
201.24.3.81;Rondonópolis;Mato Grosso;BR;-16.4708,-54.6356;AS8167 V tal;America/Cuiaba;201-24-3-81.cpece300.ipd.brasiltelecom.net.br;78700-000;
186.149.243.197;Santo Domingo Este;Santo Domingo Province;DO;18.4885,-69.8571;AS28118 ALTICE DOMINICANA S.A.;America/Santo_Domingo;adsl-243-197.tricom.net;11605;
85.152.24.46;Avilés;Asturias;ES;43.5547,-5.9248;AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.;Europe/Madrid;cm-staticip-85-152-24-46.telecable.es;33400;
187.103.66.89;Recife;Pernambuco;BR;-8.0539,-34.8811;AS52965 1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA;America/Recife;;50000-000;
177.125.219.178;Maringá;Paraná;BR;-23.4253,-51.9386;AS262355 VSX Networks;America/Sao_Paulo;177.125.219.178.static.vsx.net.br;87000-000;
200.88.117.186;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;186.117.88.200.m.sta.codetel.net.do;10201;
179.53.88.209;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;209.88.53.179.d.dyn.claro.net.do;10201;
83.48.8.103;Alcorcón;Madrid;ES;40.3458,-3.8249;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;103.red-83-48-8.staticip.rima-tde.net;28920;
177.85.204.26;Riachão do Jacuípe;Bahia;BR;-11.8069,-39.3856;AS52554 S. A. da Silva Junior;America/Bahia;;44640-000;
2.138.164.97;Majadahonda;Madrid;ES;40.4735,-3.8718;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;97.red-2-138-164.dynamicip.rima-tde.net;28220;
66.98.57.113;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;113.57.98.66.f.static.claro.net.do;10201;
186.7.196.244;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;244.196.7.186.f.dyn.claro.net.do;10201;
83.37.27.170;Vigo;Galicia;ES;42.2328,-8.7226;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;170.red-83-37-27.dynamicip.rima-tde.net;36201;
131.0.22.89;Brasília;Federal District;BR;-15.7797,-47.9297;AS28327 Rei das Tecnologias LTDA ME;America/Sao_Paulo;;70000-000;
148.101.74.30;Santiago de los Caballeros;Santiago Province;DO;19.4517,-70.6970;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;30.74.101.148.d.dyn.claro.net.do;11403;
37.223.210.19;Salou;Catalonia;ES;41.0766,1.1416;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;;43840;
187.58.135.140;Porto Alegre;Rio Grande do Sul;BR;-30.0328,-51.2302;AS18881 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;panamerican.static.gvt.net.br;90000-000;
190.167.243.145;Santo Domingo Este;Santo Domingo Province;DO;18.4885,-69.8571;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;145.243.167.190.l.static.claro.net.do;11605;
2.136.62.1;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;1.red-2-136-62.staticip.rima-tde.net;28004;
185.115.52.242;Madrid;Madrid;ES;40.4165,-3.7026;AS6739 VODAFONE ONO, S.A.;Europe/Madrid;;28004;
200.88.117.97;Las Terrenas;Samaná;DO;19.3110,-69.5428;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;97.117.88.200.m.sta.codetel.net.do;10213;
83.56.22.90;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;90.red-83-56-22.staticip.rima-tde.net;28004;
45.173.107.223;Alfenas;Minas Gerais;BR;-21.4292,-45.9472;AS268804 BRIDGENET LTDA ME;America/Sao_Paulo;45-173-107-223.bridgenet.com.br;37130-000;
190.80.247.217;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;217.247.80.190.m.sta.codetel.net.do;;
160.20.196.140;Brasília;Federal District;BR;-15.7797,-47.9297;AS266189 SITELBRA LTDA;America/Sao_Paulo;;70000-000;
190.167.212.57;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;57.212.167.190.l.sta.codetel.net.do;10201;
186.235.156.1;Maceió;Alagoas;BR;-9.6658,-35.7353;AS53202 Acesso10 Telecom;America/Maceio;fejal-mhd-20314.186-235-156-1.acesso10.net.br;57000-000;
185.107.106.54;Granollers;Catalonia;ES;41.6080,2.2877;AS200434 Estabanell Impulsa S.A;Europe/Madrid;54.185-107-106.ipclients.estabanell.com;08400;
200.146.238.105;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS16735 ALGAR TELECOM S/A;America/Sao_Paulo;200-146-238-105.xf-static.ctbcnetsuper.com.br;01000-000;
189.39.127.178;Olinda;Pernambuco;BR;-8.0089,-34.8553;AS28310 SMART TELECOMUNICACOES E SERVICOS LTDA.;America/Recife;178.127.39.189.smart.net.br;53000-000;
148.0.117.139;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;139.117.0.148.d.dyn.claro.net.do;10201;
195.135.52.75;Madrid;Madrid;ES;40.4165,-3.7026;AS8399 SEWAN SAS;Europe/Madrid;;28070;
88.8.10.61;Donostia / San Sebastián;Basque Country;ES;43.3128,-1.9750;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;61.red-88-8-10.dynamicip.rima-tde.net;20001;
148.101.176.249;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;249.176.101.148.l.static.claro.net.do;;
2.136.41.190;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;190.red-2-136-41.staticip.rima-tde.net;28004;
91.126.134.149;Barcelona;Catalonia;ES;41.3888,2.1590;AS35699 Adamo Telecom Iberia S.A.;Europe/Madrid;cli-5b7e8695.bcn.adamo.es;08007;
201.63.17.236;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS10429 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;201-63-17-236.customer.tdatabrasil.net.br;01000-000;
190.80.247.161;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;161.247.80.190.m.sta.codetel.net.do;;
95.61.116.62;Madrid;Madrid;ES;40.4638,-3.5923;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;static-62-116-61-95.ipcom.comunitel.net;28042;
200.215.239.217;Manaus;Amazonas;BR;-3.1019,-60.0250;AS273730 GILMAR F DE ALMEIDA;America/Manaus;;69000-000;
190.167.109.73;Puerto Plata;Puerto Plata;DO;19.7934,-70.6884;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;73.109.167.190.f.static.codetel.net.do;10502;
177.125.100.92;Belém;Pará;BR;-1.4558,-48.5044;AS52628 Tribunal de Justiça do Estado do Pará;America/Belem;;66000-000;
88.12.34.94;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;94.red-88-12-34.staticip.rima-tde.net;28004;
66.98.6.113;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;113stb56.codetel.net.do;10201;
190.166.217.57;Dajabón;Dajabón;DO;19.5488,-71.7083;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;57.217.166.190.f.sta.codetel.net.do;10801;
5.154.1.43;Granollers;Catalonia;ES;41.6080,2.2877;AS29119 AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;Europe/Madrid;;08400;
190.166.238.161;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;161.238.166.190.f.sta.codetel.net.do;;
148.0.16.216;Santo Domingo Oeste;Santo Domingo Province;DO;18.5000,-70.0000;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;216.16.0.148.d.dyn.claro.net.do;10212;
2.139.172.234;Igualada;Catalonia;ES;41.5810,1.6172;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;234.red-2-139-172.staticip.rima-tde.net;08700;
187.75.164.162;São Bernardo do Campo;São Paulo;BR;-23.6939,-46.5650;AS27699 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;187-75-164-162.dsl.telesp.net.br;09700-000;
177.8.167.110;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS53231 GRUPOHOST COMUNICACAO MULTIMIDIA LTDA;America/Sao_Paulo;;01000-000;
181.36.41.230;Santo Domingo Este;Santo Domingo Province;DO;18.4885,-69.8571;AS28118 ALTICE DOMINICANA S.A.;America/Santo_Domingo;;11605;
213.37.172.21;Torrejón de Ardoz;Madrid;ES;40.4554,-3.4697;AS6739 VODAFONE ONO, S.A.;Europe/Madrid;213.37.172.21.dyn.user.ono.com;28850;
95.63.181.94;Madrid;Madrid;ES;40.4165,-3.7026;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;static-94-181-63-95.ipcom.comunitel.net;28004;
88.27.254.19;Barcelona;Catalonia;ES;41.3888,2.1590;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;19.red-88-27-254.staticip.rima-tde.net;08007;
186.238.44.50;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS10429 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;186-238-44-50.customer.tdatabrasil.net.br;01000-000;
62.15.176.25;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;25.176.15.62.static.jazztel.es;28004;
170.78.219.130;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS266286 TBNET COMERCIO, LOCACAO E ADMINISTRACAO LTDA;America/Sao_Paulo;;01000-000;
177.124.231.130;Rio de Janeiro;Rio de Janeiro;BR;-22.9064,-43.1822;AS17222 MUNDIVOX DO BRASIL LTDA;America/Sao_Paulo;titan-2.somat.com.br;20000-000;
190.113.78.34;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS262178 Pontificia Universidad Catolica Madre y Maestra (PUCMM);America/Santo_Domingo;;10201;
190.166.230.65;Santiago de los Caballeros;Santiago Province;DO;19.4517,-70.6970;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;65.230.166.190.f.sta.codetel.net.do;11403;
88.20.68.10;Torrejón de Ardoz;Madrid;ES;40.4554,-3.4697;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;10.red-88-20-68.staticip.rima-tde.net;28850;
81.60.218.154;Leganés;Madrid;ES;40.3272,-3.7635;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;81.60.218.154.dyn.user.ono.com;28910;
148.0.218.26;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;26.218.0.148.d.dyn.claro.net.do;10201;
187.95.183.46;Jundiaí;São Paulo;BR;-23.1864,-46.8842;AS268323 AZZA TELECOM SERVIÇOS EM TELECOMUNICAÇÕES LTDA;America/Sao_Paulo;;13200-000;
186.150.202.143;Santo Domingo Este;Santo Domingo Province;DO;18.4885,-69.8571;AS28118 ALTICE DOMINICANA S.A.;America/Santo_Domingo;ip-202-143.tricom.net;11605;
200.214.6.165;Rio de Janeiro;Rio de Janeiro;BR;-22.9064,-43.1822;AS4230 CLARO S.A.;America/Sao_Paulo;;20000-000;
66.98.46.121;La Romana;La Romana;DO;18.4273,-68.9728;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;121.46.98.66.l.static.claro.net.do;11901;
200.202.219.210;São Gonçalo;Rio de Janeiro;BR;-22.8269,-43.0539;AS7738 V tal;America/Sao_Paulo;;24400-000;
186.225.10.40;Videira;Santa Catarina;BR;-27.0083,-51.1517;AS28343 UNIFIQUE TELECOMUNICACOES S/A;America/Sao_Paulo;186-225-10-40.unifique.net;89560-000;
189.75.118.234;Brasília;Federal District;BR;-15.7797,-47.9297;AS8167 V tal;America/Sao_Paulo;189-75-118-234.bsace1010.ipd.brasiltelecom.net.br;70000-000;
66.98.45.241;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;241.45.98.66.f.static.claro.net.do;;
213.97.172.61;Palencia;Castille and León;ES;42.0095,-4.5241;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;61.red-213-97-172.staticip.rima-tde.net;34001;
190.122.111.169;Santiago de los Caballeros;Santiago Province;DO;19.4517,-70.6970;AS27887 WIND Telecom S.A.;America/Santo_Domingo;;11403;
14.136.8.250;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9269 Hong Kong Broadband Network Ltd.;Asia/Hong_Kong;014136008250.ctinets.com;999077;
168.121.77.118;Itaguaí;Rio de Janeiro;BR;-22.8522,-43.7753;AS265301 UPNET TELECOMUNICACOES EIRELI;America/Sao_Paulo;118.77.121.168.upnettelecom.net.br;23800-000;
90.160.41.211;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;211.pool90-160-41.dynamic.orange.es;28004;
45.9.248.202;London;England;GB;51.5085,-0.1257;AS9009 M247 Europe SRL;Europe/London;;E1W;
200.143.88.214;Rio de Janeiro;Rio de Janeiro;BR;-22.9064,-43.1822;AS14840 BR.Digital Provider;America/Sao_Paulo;200.143.88-214.brdigital.net.br;20000-000;
66.98.6.65;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;65stb56.codetel.net.do;10201;
81.172.52.28;L'Hospitalet de Llobregat;Catalonia;ES;41.3597,2.1003;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;81.172.52.28.dyn.user.ono.com;08940;
190.166.217.113;Dajabón;Dajabón;DO;19.5488,-71.7083;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;113.217.166.190.f.sta.codetel.net.do;10801;
177.39.240.217;Saquarema;Rio de Janeiro;BR;-22.8989,-42.4699;AS53135 BRASIL TECPAR | AMIGO | AVATO;America/Sao_Paulo;;28990-000;
177.55.166.43;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS262507 Global Osi Brasil Telecomunicações e Conectividade;America/Sao_Paulo;;01000-000;
80.25.87.60;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;60.red-80-25-87.staticip.rima-tde.net;28004;
190.166.237.33;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;33.237.166.190.f.sta.codetel.net.do;10201;
88.17.50.159;Vila-real;Valencia;ES;39.9383,-0.1009;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;159.red-88-17-50.dynamicip.rima-tde.net;12540;
88.2.196.4;Murcia;Murcia;ES;37.9870,-1.1300;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;4.red-88-2-196.staticip.rima-tde.net;30001;
201.63.37.130;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS10429 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;201-63-37-130.customer.tdatabrasil.net.br;01000-000;
80.27.1.6;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;6.red-80-27-1.staticip.rima-tde.net;28004;
72.255.228.232;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS4760 HKT Limited;Asia/Hong_Kong;72-255-228-232.static.imsbiz.com;999077;
203.174.35.30;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9381 HKBN Enterprise Solutions HK Limited;Asia/Hong_Kong;;999077;
112.120.42.118;Tuen Mun;Tuen Mun;HK;22.3917,113.9716;AS4760 HKT Limited;Asia/Hong_Kong;n11212042118.netvigator.com;999077;
190.166.253.81;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;81.253.166.190.f.sta.codetel.net.do;10201;
190.166.249.169;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;169.249.166.190.f.sta.codetel.net.do;10201;
148.101.181.241;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;241.181.101.148.l.static.claro.net.do;;
66.98.45.89;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;89.45.98.66.f.static.claro.net.do;;
195.235.152.99;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;;28004;
168.227.15.222;Itapevi;São Paulo;BR;-23.5489,-46.9342;AS28669 America-NET Ltda.;America/Sao_Paulo;;06650-000;
223.197.177.19;Tsuen Wan;Tsuen Wan;HK;22.3714,114.1133;AS4760 HKT Limited;Asia/Hong_Kong;223-197-177-19.static.imsbiz.com;999077;
190.80.144.161;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;tdev144-161.codetel.net.do;10201;
177.37.162.106;Fortaleza;Ceará;BR;-3.7172,-38.5431;AS28126 BRISANET SERVICOS DE TELECOMUNICACOES S.A;America/Fortaleza;177-37-162-106-tmp.static.brisanet.net.br;60000-000;
203.166.221.166;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS63981 NTDKL-HK;Asia/Hong_Kong;;999077;
148.255.105.228;Santiago de los Caballeros;Santiago Province;DO;19.4517,-70.6970;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;228.105.255.148.d.dyn.claro.net.do;11403;
219.76.162.30;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS4760 HKT Limited;Asia/Hong_Kong;n219076162030.netvigator.com;999077;
203.169.47.69;Tuen Mun San Hui;Tuen Mun;HK;22.3988,113.9760;AS17975 AS # for peering purpose with IX and ISP.;Asia/Hong_Kong;;999077;
212.170.98.70;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;70.red-212-170-98.staticip.rima-tde.net;28004;
89.129.117.33;Barcelona;Catalonia;ES;41.3888,2.1590;AS12479 Orange Espagne SA;Europe/Madrid;33.pool89-129-117.static.orange.es;08007;
200.247.87.130;Tubarão;Santa Catarina;BR;-28.4667,-49.0069;AS4230 CLARO S.A.;America/Sao_Paulo;;88700-000;
190.166.239.185;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;185.239.166.190.f.sta.codetel.net.do;10201;
185.115.52.4;Madrid;Madrid;ES;40.4165,-3.7026;AS6739 VODAFONE ONO, S.A.;Europe/Madrid;;28004;
179.185.72.26;Brasília;Federal District;BR;-15.7797,-47.9297;AS18881 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;primepharma.static.gvt.net.br;70000-000;
179.189.246.102;Jaboatão;Pernambuco;BR;-8.1803,-35.0014;AS28252 WorldNet Telecom Comercio e Serviços de Telecomuni;America/Recife;;54000-000;
190.167.223.193;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;193.223.167.190.l.static.codetel.net.do;10201;
42.200.163.214;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS4760 HKT Limited;Asia/Hong_Kong;42-200-163-214.static.imsbiz.com;999077;
190.80.247.241;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;241.247.80.190.m.sta.codetel.net.do;;
2.139.208.196;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;196.red-2-139-208.staticip.rima-tde.net;28004;
61.244.240.210;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9269 Hong Kong Broadband Network Ltd.;Asia/Hong_Kong;061244240210.static.ctinets.com;999077;
85.62.169.2;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;85-62-169-2.static.abi.orange.es;28004;
72.255.231.244;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS4760 HKT Limited;Asia/Hong_Kong;72-255-231-244.static.imsbiz.com;999077;
190.94.103.82;Santo Domingo Este;Santo Domingo Province;DO;18.4885,-69.8571;AS28118 ALTICE DOMINICANA S.A.;America/Santo_Domingo;ip-103-82.tricom.net;11605;
168.228.235.215;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS52471 COLUMBUS NETWORKS DOMINICANA, S.A.;America/Santo_Domingo;;10201;
177.69.171.163;Osasco;São Paulo;BR;-23.5325,-46.7917;AS16735 ALGAR TELECOM S/A;America/Sao_Paulo;177-069-171-163.static.ctbctelecom.com.br;06000-000;
188.171.40.44;Cangas del Narcea;Asturias;ES;43.1833,-6.5500;AS12946 R Cable y Telecable Telecomunicaciones, S.A.U.;Europe/Madrid;cm-188-171-40-44.telecable.es;33800;
187.60.48.252;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS28151 Datora Telecomunicações Ltda.;America/Sao_Paulo;;01000-000;
90.161.94.196;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;196.pool90-161-94.static.orange.es;28004;
177.124.61.22;Curitiba;Paraná;BR;-25.4278,-49.2731;AS262318 Horizons Telecomunicações e Tecnologia S.A.;America/Sao_Paulo;22.61.124.177.static.horizonstelecom.com.br;80000-000;
190.167.195.137;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;137.195.167.190.l.static.claro.net.do;10201;
62.37.229.4;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;62.37.229.4.static.abi.uni2.es;28004;
218.250.161.187;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS4760 HKT Limited;Asia/Hong_Kong;n218250161187.netvigator.com;999077;
190.166.216.89;Dajabón;Dajabón;DO;19.5488,-71.7083;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;89.216.166.190.f.sta.codetel.net.do;10801;
118.140.78.66;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9304 HGC Global Communications Limited;Asia/Hong_Kong;static-bbs-66-78-140-118-on-nets.com;999077;
66.98.81.161;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;81.98.66.l.static.claro.net.do;10201;
188.85.205.67;Madrid;Madrid;ES;40.4165,-3.7026;AS12430 VODAFONE ESPANA S.A.U.;Europe/Madrid;static-67-205-85-188.ipcom.comunitel.net;28004;
191.243.1.56;Ubá;Minas Gerais;BR;-21.1200,-42.9428;AS263487 Giganet Comunicações Multimidia Ltda;America/Sao_Paulo;dynamic-191-243-1-56.giganetmg.net.br;36500-000;
183.178.46.73;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS10103 HK Broadband Network Ltd.;Asia/Hong_Kong;briscoewong.com;999077;
183.178.35.129;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS10103 HK Broadband Network Ltd.;Asia/Hong_Kong;183178035129.ctinets.com;999077;
195.55.66.190;Madrid;Madrid;ES;40.4165,-3.7026;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;;28004;
181.37.179.12;Bonao;Monseñor Nouel;DO;18.9369,-70.4092;AS28118 ALTICE DOMINICANA S.A.;America/Santo_Domingo;adsl-179-12.tricom.net;10803;
200.131.121.2;Campina Verde;Minas Gerais;BR;-19.5379,-49.4881;AS1916 Rede Nacional de Ensino e Pesquisa;America/Sao_Paulo;;38270-000;
170.231.44.108;Porto Alegre;Rio Grande do Sul;BR;-30.0328,-51.2302;AS262732 PROSERVER TELECOMUNICACOES S.A.;America/Sao_Paulo;170-231-44-108.unifique.net;90000-000;
148.101.186.41;Puerto Plata;Puerto Plata;DO;19.7934,-70.6884;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;41.186.101.148.l.static.claro.net.do;10502;
191.254.241.131;Diadema;São Paulo;BR;-23.6861,-46.6228;AS27699 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;191-254-241-131.dsl.telesp.net.br;09900-000;
201.91.194.162;Bragança Paulista;São Paulo;BR;-22.9527,-46.5442;AS10429 TELEFÔNICA BRASIL S.A;America/Sao_Paulo;mail.ourinhossupermercado.com.br;12900-000;
118.140.94.83;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9304 HGC Global Communications Limited;Asia/Hong_Kong;;999077;
213.172.49.20;Pinto;Madrid;ES;40.2415,-3.7000;AS15704 XTRA TELECOM S.A.;Europe/Madrid;static.masmovil.com;28320;
61.238.240.78;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9269 Hong Kong Broadband Network Ltd.;Asia/Hong_Kong;061238240078.static.ctinets.com;999077;
80.26.100.225;Barcelona;Catalonia;ES;41.3888,2.1590;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;225.red-80-26-100.staticip.rima-tde.net;08007;
64.32.82.201;Salvaleón de Higüey;La Altagracia Province;DO;18.6150,-68.7080;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;201.82.32.64.l.static.claro.net.do;;
195.76.194.50;Madrid;Madrid;ES;40.4187,-3.7076;AS3352 TELEFONICA DE ESPANA S.A.U.;Europe/Madrid;;28013;
118.140.22.114;Tuen Mun;Tuen Mun;HK;22.3917,113.9716;AS9304 HGC Global Communications Limited;Asia/Hong_Kong;static-bbs-114-22-140-118-on-nets.com;999077;
187.95.177.66;São Paulo;São Paulo;BR;-23.5475,-46.6361;AS268323 AZZA TELECOM SERVIÇOS EM TELECOMUNICAÇÕES LTDA;America/Sao_Paulo;;01000-000;
62.37.241.164;Madrid;Madrid;ES;40.4165,-3.7026;AS12479 Orange Espagne SA;Europe/Madrid;62.37.241.164.static.abi.uni2.es;28004;
210.0.181.82;Hong Kong;Hong Kong;HK;22.2783,114.1747;AS9304 HGC Global Communications Limited;Asia/Hong_Kong;;999077;
66.98.56.226;Santo Domingo;Nacional;DO;18.4719,-69.8923;AS6400 Compañía Dominicana de Teléfonos S. A.;America/Santo_Domingo;j2.mil.do;10201;
